text_a,label
Says 92 percent of Texas counties had no abortion provider in 2008.,3
"""Nancy Pelosi, Adam Schiff, and the rest of the corrupt Democrats made a promise to their crazy left-wing base that they would impeach me even BEFORE I took office.""",5
The Senate Republican education plan is an unfunded mandate for local school districts.,0
"Says ""a lip-reading instructor at the River School, a Washington, D.C., school for the deaf"" has determined that during 9/11 ceremonies, Michelle Obama said, ""All this for a damn flag.""",2
"""Mitt Romney, Rick Perry, and Newt Gingrich all say they would cut foreign aid to Israel — and every other country — to zero.""",2
"Texas ""had the highest level of turnout than ever before in the primary.""",1
"""ObamaCare enrollment lie: Obama counts an enrollee as a web user putting a plan in ‘their online shopping carts.’""",5
"The claim that 97 percent of scientists believe humans are causing climate change has been debunked by the ""head"" of the United Nations Intergovernmental Panel on Climate Change. ""That number was pulled out of thin air.""",5
"""Nine hundred people have been fired since I became secretary (of Veterans Affairs). We’ve got 60 people that we fired who have manipulated wait times.""",5
Says Hillary Clinton was to be indicted over the Whitewater scandal four days before documents related to the case were destroyed in the Oklahoma City bombing.,2
"""We don't have bridges being built"" in the United States.",1
"""Breaking: 3 liberal celebrities arrested for conspiracy to assassinate President Trump.""",2
"""The vast majority"" of San Francisco’s homeless people ""also come in from — and we know this — from Texas. Just (an) interesting fact.""",2
"Health insurance companies deny ""1 out of 5 treatments prescribed by doctors.""",5
In South Florida “all children and adults must remain in their homes” due to coronavirus.,2
"""The elimination of essentially every automobile would be offset by one volcano exploding.""",5
"Says Andrew Gillum has presided over ""the highest crime in Florida four years running.""",3
On whether or not the Philadelphia DA's office will recommend the possibility of parole for all juvenile lifers.,5
"""I haven’t really proposed (phasing out aid to Israel) in the past.""",2
"""Forty percent of the guns in this country are sold without any background checks.""",5
"""Here’s the simple and undeniable fact: The overwhelming majority of violent criminals are Democrats.""",4
"Speaking of the financial crisis that gained traction in 2007, ""I talked about it to anyone who would listen, a crisis is coming.""",0
"Says Health and Human Services Secretary Kathleen Sebelius told insurance companies ""they couldn't inform their policyholders of what they thought the impact of Obamacare would be on them.""",3
"""We do know that Romney personally approved over $70 million in fictional losses to the IRS as part of the notorious 'Son of Boss' tax scandal, one of the largest tax avoidance schemes in history.""",1
"""Hitler didn't want unions. Stalin didn't want unions. Mubarak didn't want independent unions. These autocrats in history don't want independent unions.""",0
"A bipartisan payroll tax cut championed by the White House has meant that ""the average family has an extra $1,000 in their pocket"" this year.",3
"""BP is setting up claims offices throughout the state.""",3
"Says he ""voted to remove Common Core from our schools.""",4
"Tax increases could ""come into play"" as a result of the debt ceiling deal.",3
"""Our country's got this huge debt, and (President Barack) Obama says raise taxes and keep spending more.""",1
"Says Pennsylvania chemical plant and Louisiana liquified natural gas plant ""could never have happened"" without his administration.",5
A photograph shows a woman doing cocaine with a child.,2
"Democratic Party candidates for the state Assembly ""actually received 200,000 more votes statewide"" than their Republican counterparts in the 2012 election",3
"Jason Carter backed three of Nathan Deal’s budgets but accuses the governor of ""underfunding education.""",0
"""Ohio has lost more population than every other state in the country except for two.""",5
"Obama-era ban on whole and 2% milk in schools has caused ""notable decline"" in student milk consumption.",1
Georgia spends fewer tourism advertising dollars than any other state in the South.,0
"Says four Democratic state senators voted to ""raise taxes on Wisconsin workers by another $510 a month so freeloaders can get free state-run health care.""",1
"""We are the only advanced industrialized nation that bases our educational funding on property taxes.""",1
"""In Iran in 1979, the extremists hijacked the broad-based popular revolution against the Shah and established a brutal theocracy.""",3
"""American oil production is at its highest level since 2003.""",0
"""45 nations had already moved” to enforce travel restrictions with China “before the president moved.”",1
"Obama's plan for health care reform ""ends exorbitant out-of-pocket expenses, deductibles or co-pays.""",3
"""Manufacturing is having its best employment year in almost 15 years.""",3
"Says Rep. Bruce Braley, D-Iowa, ""skipped an important VA reform hearing to attend three fundraisers.""",4
"""As Governor, Wolf has already proposed more than $8B in tax increases.""",1
"""Unfortunately everyone needs to cut back in these tough economic times. That's why I voted to cut my own pay along with the pay of our state employees.""",5
"A Texas law ""will repatriate $1 billion of gold bullion from the Federal Reserve in New York to Texas.""",4
"""ISIS is making millions of dollars a week selling Libyan oil.""",5
Says Josh Mandel’s campaign is under FBI investigation,5
"""Requiring photo ID would keep about 200,000 Missourians from voting.""",1
"Under the cap-and-trade bill, homes would have to be retrofitted to meet energy and water efficiency standards before they could be sold.",2
"""Our income, our GDP per capita, is almost 50 percent higher than (it is for) the average European.""",3
"""When (Barack Obama) took office, 2.3 million people were out of work. Five-plus years later, we have 5 million-plus out of work.""",2
"""If anyone should know irresponsible it should be Senator Buono. She’s the one, her budget left us with a $2 billion budget deficit in fiscal 10 that I had to fix. Her mistakes. And for fiscal year 2011 an $11 billion budget deficit. Her mistakes, along with her partner Jon Corzine.""",1
