text_a,label,entity
"Under the presidents plan, he cuts Medicare by $716 billion, takes that money out of the Medicare trust fund and uses it to pay for Obamacare.",2,"mitt-romney,former governor,republican,massachusetts,health-care,medicare,10-news-tampa-bay"
Says Gov. Rick Scott cut nearly $1 million from mosquito control and closed down the states mosquito research lab a few years ago.,0,"debbie-wasserman-schultz,u.s. representative, florida district 23,democrat,florida,state-budget"
Says Wisconsin Gov. Scott Walker is denying Democrats the right to vote.,4,"democratic-governors-association,unk,democrat,unk,elections"
"Lean, finely textured beef is the proper name [not pink slime], and it is a safe, widely used product.",3,"gary-black,commissioner of agriculture,republican,georgia ,food-safety"
"When George Bush took office, President Clinton, a Democrat, and the Democratic Congress at the time had left an annual budget that was in surplus.",1,"sheldon-whitehouse,u.s. senator,democrat,rhode island,federal-budget,history"
Says the new health care law delivers a $13 billion tax increase on families with special needs.,4,"john-carter,u.s. house of representatives,republican,texas,health-care"
"Says Every year air pollution protections are delayed, another 34,000 people will die prematurely.",3,"earl-blumenauer,u.s. representative,democrat,oregon,environment,government-regulation,public-health"
The Tampa Bay Rays prices have been judged the most affordable in all of professional sports.,3,"stuart-sternberg,tampa bay rays owner,none,florida,baseball,economy,florida"
The property appraisers budget is $1 million less today than when I took office 16 years ago.,5,"rob-turner,hillsborough county property appraiser,republican,florida,county-budget"
"Let's pay attention to kids who are not going to college, which ends up being about 60 percent of the kids... and get them trained for the jobs that are there. Because, you know, there are auto mechanic jobs paying $50,000, $60,000 that they can't get filled. There are airline mechanic jobs paying a lot of money that can't get filled. Remarks at AFSCME forum 6/19/2007",5,"hillary-clinton,presidential candidate,democrat,new york,economy"
I am every year the No.1 pick of all of the law enforcement agencies within Texas.,1,"david-dewhurst,lieutenant governor,republican,texas,candidates-biography,crime,criminal-justice"
"The U.S. State Department has ordered 160,000 Hazmat suits for Ebola, prompting concerns that the federal government is anticipating the rapid spread of the virus.",2,"blog-posting,unk,none,unk,ebola,foreign-policy,public-health,science"
Republicans fought to protect tax loopholes for corporations that send our jobs overseas.,2,"service-employees-international-union-committee-po,unk,newsmaker,washington, d.c.,corporations,jobs,taxes,trade,workers"
We were told there would never be a case of Ebola in the United States.,1,"john-mccain,u.s. senator,republican,arizona,ebola,health-care,military,public-health,public-safety"
"Says her congressional district has 10,000 medical-device industry jobs and 1,000 will be lost because of health-care law tax.",0,"marsha-blackburn,u.s. representative,republican,tennessee,economy,health-care,jobs,taxes"
Two days of interest we pay to China is enough to buy one joint strike fighter [jet].,5,"tom-graves,unk,republican,unk,deficit,federal-budget"
"Says the average Ohio student graduates from a four-year college or university with nearly $27,000 in tuition debt.",2,"sherrod-brown,u.s. senator,democrat,ohio,education"
"A new federal program provides subsidized ""Obama phones"" with 70 free minutes of cell phone service every month.",0,"chain-email,unk,none,unk,poverty,taxes"
Our larger domestic threat is from racial supremacist groups.,1,"andre-carson,unk,democrat,unk,crime,religion,terrorism"
"The U.S. had the opportunity with Israel coming and talking to us about improving our security screening procedures, and we turned them down.",2,"allen-west,u.s. representative, florida district 22,republican,florida,israel,terrorism,transportation"
"If youre a terrorist you cant fly, but an assault weapon you can buy.",3,"gwen-moore,u.s. house member -- 4th district,democrat,wisconsin,crime,guns,terrorism,transportation"
Not one penny of (Californias Prop 67) bag ban tax goes to the environment.,2,"no-67,unk,organization,unk,environment,taxes"
"In campaigns in the past with Sen. McCain and President George W. Bush and others, they have tended to release tax records in April.",2,"mitt-romney,former governor,republican,massachusetts,candidates-biography,taxes,transparency"
Weve got to find 2 billion gallons (of water per day) between now and 2025.,3,"adam-putnam,florida commissioner of agriculture,republican,florida,environment,infrastructure"
Says in 2012 Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote.,1,"viral-image,unk,none,unk,elections,history,human-rights,legal-issues"
On support for the Export-Import Bank,1,"ron-johnson,unk,republican,wisconsin,trade"
Says he didnt have an involvement withnutritional supplement company Mannatech.,1,"ben-carson,unk,republican,unk,candidates-biography"
The stimulus program cut taxes for 95 percent of the American people.,2,"bill-clinton,former president,democrat,arkansas,corrections-and-updates,stimulus,taxes"
Gov. Bill Haslam is making our Economic Development department Sharia compliant by hiring a woman who specializes in Sharia compliance. Thats what her job is.,4,"woody-degan,airport owner,republican,tennessee,economy,religion"
"New Mexico moved ""up to"" sixth in the nation in job growth.",3,"bill-richardson,governor,democrat,new mexico,job-accomplishments"
We worked together to enact ... the largest tax cut in Florida history.,1,"charlie-crist,unk,democrat,florida,taxes"
Bill Nelson actually voted in favor of higher taxes 272 times.,1,"connie-mack,u.s. representative from fort myers,republican,florida,taxes"
Says he opposed $716 billion cut to Medicare.,2,"cw-bill-young,u.s. representative, florida district 10,republican,florida,medicare"
We spend less than 2 percent more every year. That is the lowest increase in spending since they have been keeping numbers.,5,"andrew-cuomo,governor,democrat,new york,economy,state-budget"
President Barack Obama said at the beginning of the negotiations that the basic approach was to dismantle Irans nuclear program in exchange for dismantling the sanctions.,1,"tom-cotton,u.s. house of representatives,republican,arkansas,foreign-policy,military,nuclear"
The United States has never stood by and seen innocent people slaughtered to the extent thats happening in Syria.,4,"saxby-chambliss,u.s. senator,republican,georgia,foreign-policy,history,military"
"U.S. taxpayers paid $71,500 per job created by the stimulus bill.",3,"lou-dobbs,unk,none,unk,economy,pundits,stimulus"
David Perdue did not support the 2014 farm bill that U.S. Sens. Isakson and Chambliss did.,3,"michelle-nunn,chief executive officer, points of light foundation,democrat,georgia,agriculture,elections"
South Carolina has the fastest-growing economy in the Southeast.,3,"nikki-haley,governor,republican,south carolina,economy,states"
"By the end of Governor Rick Perry's term, he will have drained Texas taxpayers ... of more than $360,000 to pay for the rental mansion he has been living in while the historic Governor's Mansion is repaired.",5,"bill-white,former mayor of houston,democrat,texas,elections,state-budget"
"Obama ""suggested bombing Pakistan.""",4,"john-mccain,u.s. senator,republican,arizona,foreign-policy"
Says President Obama helped more than half a million veterans and military family members go to college through the Post-9/11 G.I. Bill.,2,"michelle-obama,unk,democrat,illinois,afghanistan,iraq,veterans"
"In our proposal, we would have expanded school aid across the board Governor Christie slashed school aid in this budget, preferring instead to extend a tax break for millionaires over funding in the classroom.",2,"jim-whelan,unk,democrat,unk,education,state-budget"
"From 2008 to 2011, the pages in the conforming bills have gone from 400 pages to 2,200.",5,"jack-latvala,state senator,republican,florida,state-budget"
Public employees receive something like 25 percent of the paychecks that are issued in Rhode Island.,1,"mark-zaccaria,unk,republican,rhode island,elections,unions"
The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons.,1,"ted-cruz,senator,republican,texas,corrections-and-updates,foreign-policy,nuclear"
